"","poll.end.date","poll.source","party","national","new.south.wales","victoria","queensland","south.australia.nt","western.australia","capitals","others","male","female","x18.24","x25.39","x40.54","x55.","x18.34","x35.49","x50."
"413","31-Mar-09","Newspoll","OTH",9,"10",7,8,13,9,7,11,8,10,NA,NA,NA,"",9,10,8
"414","31-Mar-09","Newspoll","COAL",37,"35",36,39,35,41,36,39,39,34,NA,NA,NA,"",31,32,44
"415","27-Mar-09","Nielsen","ALP",47,"44",51,48,38,48,49,42,45,48,50,46,49,"43",NA,NA,NA
"416","27-Mar-09","Nielsen","COAL",37,"38",31,41,39,44,35,41,39,35,28,35,34,"45",NA,NA,NA
"417","27-Mar-09","Nielsen","GRN",10,"11",10,7,7,8,10,9,10,10,14,12,11,"5",NA,NA,NA
"418","27-Mar-09","Nielsen","IND",2,"2",2,2,9,0,2,3,3,2,3,2,2,"3",NA,NA,NA
"419","27-Mar-09","Nielsen","FFP",1,"1",3,1,3,1,1,2,1,2,2,2,2,"1",NA,NA,NA
"420","27-Mar-09","Nielsen","OTH",3,"3",3,1,5,0,3,3,3,2,4,3,3,"2",NA,NA,NA
"421","31-Dec-08","Newspoll","ALP",44,"41",44,49,47,40,45,42,44,43,NA,NA,NA,"",46,43,42
"422","31-Dec-08","Newspoll","GRN",10,"11",11,7,9,12,10,10,9,12,NA,NA,NA,"",14,12,7
"423","31-Dec-08","Newspoll","OTH",8,"10",7,7,9,7,8,9,8,9,NA,NA,NA,"",8,9,8
"424","31-Dec-08","Newspoll","COAL",38,"38",38,37,35,41,37,39,39,36,NA,NA,NA,"",32,36,43
"425","15-Nov-08","Nielsen","ALP",45,"47",46,38,46,44,48,40,45,45,47,45,46,"42",NA,NA,NA
"426","15-Nov-08","Nielsen","COAL",39,"38",39,45,39,40,36,43,37,41,32,37,37,"45",NA,NA,NA
"427","15-Nov-08","Nielsen","GRN",10,"8",10,10,6,10,10,9,11,9,14,11,9,"8",NA,NA,NA
"428","15-Nov-08","Nielsen","IND",2,"3",2,2,4,2,2,3,3,1,3,2,3,"3",NA,NA,NA
"429","15-Nov-08","Nielsen","FFP",1,"1",1,2,4,0,1,2,1,2,2,2,2,"0",NA,NA,NA
"430","15-Nov-08","Nielsen","OTH",3,"3",2,4,1,4,3,2,3,2,3,3,3,"3",NA,NA,NA
"431","18-Oct-08","Nielsen","ALP",46,"44",46,47,48,41,46,44,45,47,43,47,47,"44",NA,NA,NA
"432","18-Oct-08","Nielsen","COAL",39,"43",38,36,36,45,39,39,40,38,30,34,38,"47",NA,NA,NA
"433","18-Oct-08","Nielsen","GRN",9,"7",10,7,10,10,9,8,9,9,15,10,11,"4",NA,NA,NA
"434","18-Oct-08","Nielsen","IND",3,"4",1,4,2,2,2,4,3,2,3,3,2,"3",NA,NA,NA
"435","18-Oct-08","Nielsen","FFP",1,"1",2,2,3,0,1,2,0,2,2,3,1,"1",NA,NA,NA
"436","18-Oct-08","Nielsen","OTH",3,"1",3,4,2,2,2,3,3,2,6,3,1,"2",NA,NA,NA
"437","30-Sep-08","Newspoll","ALP",45,"45",46,47,41,34,46,42,44,45,NA,NA,NA,"",50,45,41
"438","30-Sep-08","Newspoll","GRN",10,"10",12,7,8,12,11,8,9,10,NA,NA,NA,"",13,11,7
"439","30-Sep-08","Newspoll","OTH",8,"9",6,8,13,8,7,10,9,8,NA,NA,NA,"",7,8,9
"440","30-Sep-08","Newspoll","COAL",37,"36",36,38,38,46,36,40,38,37,NA,NA,NA,"",30,36,43
"441","20-Sep-08","Nielsen","ALP",41,"39",41,47,40,32,40,43,44,38,39,43,41,"39",NA,NA,NA
"442","20-Sep-08","Nielsen","COAL",42,"43",43,40,43,50,42,43,41,43,39,36,40,"51",NA,NA,NA
"443","20-Sep-08","Nielsen","GRN",9,"9",10,5,6,11,10,9,8,11,14,12,11,"4",NA,NA,NA
"444","20-Sep-08","Nielsen","IND",3,"5",1,3,5,2,3,4,3,3,2,3,3,"4",NA,NA,NA
"445","20-Sep-08","Nielsen","FFP",2,"2",4,1,2,1,3,1,2,3,4,3,2,"0",NA,NA,NA
"446","20-Sep-08","Nielsen","OTH",2,"2",1,4,4,4,2,2,2,2,2,4,2,"2",NA,NA,NA
"447","30-Jun-08","Newspoll","ALP",47,"49",47,46,49,39,49,44,49,46,NA,NA,NA,"",49,50,45
"448","30-Jun-08","Newspoll","GRN",10,"9",12,8,9,12,11,8,9,10,NA,NA,NA,"",14,11,6
"449","30-Jun-08","Newspoll","OTH",7,"7",6,8,9,8,6,9,7,7,NA,NA,NA,"",6,9,7
"450","30-Jun-08","Newspoll","COAL",36,"35",35,38,33,41,34,39,35,37,NA,NA,NA,"",31,32,42
"451","14-Jun-08","Nielsen","ALP",44,"45",43,46,40,41,45,42,44,43,46,46,44,"40",NA,NA,NA
"452","14-Jun-08","Nielsen","COAL",38,"39",36,40,40,38,37,40,37,39,32,34,35,"47",NA,NA,NA
"453","14-Jun-08","Nielsen","GRN",10,"11",14,5,8,10,11,10,11,10,11,13,12,"6",NA,NA,NA
"454","14-Jun-08","Nielsen","IND",3,"2",3,3,5,5,3,3,3,3,5,1,4,"3",NA,NA,NA
"455","14-Jun-08","Nielsen","FFP",2,"1",2,2,3,4,2,2,1,2,3,2,2,"1",NA,NA,NA
"456","14-Jun-08","Nielsen","OTH",3,"2",2,4,6,2,3,3,3,3,3,4,3,"1",NA,NA,NA
"457","17-May-08","Nielsen","ALP",46,"46",49,45,41,40,46,45,46,46,44,49,47,"43",NA,NA,NA
"458","17-May-08","Nielsen","COAL",38,"40",34,43,40,38,37,40,39,38,38,32,36,"46",NA,NA,NA
"459","17-May-08","Nielsen","GRN",8,"7",10,6,11,11,9,8,8,9,10,11,9,"6",NA,NA,NA
"460","17-May-08","Nielsen","IND",2,"2",1,3,2,5,2,3,3,2,2,2,4,"2",NA,NA,NA
"461","17-May-08","Nielsen","FFP",2,"1",2,2,3,3,2,2,2,2,2,2,2,"2",NA,NA,NA
"462","17-May-08","Nielsen","OTH",3,"3",3,2,4,3,3,2,3,3,3,4,4,"1",NA,NA,NA
"463","30-Mar-08","Newspoll","ALP",48,"49",49,47,49,42,50,44,49,47,NA,NA,NA,"",49,45,41
"464","30-Mar-08","Newspoll","GRN",11,"10",14,8,7,11,12,9,9,12,NA,NA,NA,"",15,12,7
"465","30-Mar-08","Newspoll","OTH",7,"8",5,9,10,6,6,9,7,7,NA,NA,NA,"",8,7,7
"466","30-Mar-08","Newspoll","COAL",34,"33",32,36,34,41,32,38,35,34,NA,NA,NA,"",28,31,41
"467","18-Nov-07","Newspoll","ALP",47,"47",47,49,48,43,49,44,47,47,NA,NA,NA,"",51,49,44
"468","18-Nov-07","Newspoll","GRN",7,"8",9,3,4,6,7,6,7,7,NA,NA,NA,"",8,7,5
"469","18-Nov-07","Newspoll","OTH",6,"6",5,7,7,5,5,7,7,5,NA,NA,NA,"",6,6,5
"470","18-Nov-07","Newspoll","COAL",40,"39",39,41,41,46,39,43,39,41,NA,NA,NA,"",35,38,46
"471","11-Nov-07","Newspoll","ALP",47,"45",50,49,48,44,49,45,48,47,NA,NA,NA,"",54,45,45
"472","11-Nov-07","Newspoll","GRN",6,"6",8,3,3,6,6,5,6,6,NA,NA,NA,"",6,7,4
"473","11-Nov-07","Newspoll","OTH",5,"6",5,5,6,4,5,7,6,4,NA,NA,NA,"",6,5,5
"474","11-Nov-07","Newspoll","COAL",42,"43",37,43,43,46,40,43,40,43,NA,NA,NA,"",34,43,46
"475","04-Nov-07","Newspoll","ALP",47,"46",47,50,53,45,48,46,48,47,NA,NA,NA,"",54,46,44
"476","04-Nov-07","Newspoll","GRN",5,"5",7,3,3,4,6,4,5,5,NA,NA,NA,"",6,6,4
"477","04-Nov-07","Newspoll","OTH",6,"7",5,5,6,5,5,7,6,5,NA,NA,NA,"",7,6,4
"478","04-Nov-07","Newspoll","COAL",42,"42",41,42,38,46,41,43,41,43,NA,NA,NA,"",33,42,48
"479","28-Oct-07","Newspoll","ALP",49,"52",45,52,52,43,50,49,49,50,NA,NA,NA,"",55,52,44
"480","28-Oct-07","Newspoll","GRN",5,"5",7,3,3,4,5,3,5,5,NA,NA,NA,"",5,6,4
"481","28-Oct-07","Newspoll","OTH",6,"6",6,5,6,6,6,6,6,6,NA,NA,NA,"",8,6,4
"482","28-Oct-07","Newspoll","COAL",40,"37",42,40,39,47,39,42,40,39,NA,NA,NA,"",32,36,48
"483","30-Sep-07","Newspoll","ALP",48,"49",51,46,49,40,50,44,47,49,NA,NA,NA,"",51,50,45
"484","30-Sep-07","Newspoll","GRN",4,"5",5,3,3,4,5,4,5,4,NA,NA,NA,"",7,4,3
"485","30-Sep-07","Newspoll","OTH",9,"9",8,8,8,12,9,9,9,9,NA,NA,NA,"",10,10,7
"486","30-Sep-07","Newspoll","COAL",39,"37",36,43,40,44,36,43,39,38,NA,NA,NA,"",32,36,45
"487","08-Sep-07","Nielsen","ALP",49,"46",49,49,58,47,48,51,51,47,57,52,48,"45",NA,NA,NA
"488","08-Sep-07","Nielsen","COAL",39,"40",41,43,30,43,40,38,37,41,30,33,39,"48",NA,NA,NA
"489","08-Sep-07","Nielsen","GRN",7,"10",6,4,5,6,8,6,7,7,10,8,8,"4",NA,NA,NA
"490","08-Sep-07","Nielsen","IND",2,"2",1,3,1,1,2,2,2,1,1,2,2,"2",NA,NA,NA
"491","08-Sep-07","Nielsen","FFP",1,"0",1,1,2,0,1,1,0,1,0,1,1,"0",NA,NA,NA
"492","08-Sep-07","Nielsen","OTH",2,"2",2,0,5,4,3,1,2,1,2,3,2,"2",NA,NA,NA
"493","30-Jul-07","Newspoll","ALP",49,"51",49,47,49,40,50,48,49,49,NA,NA,NA,"",53,50,45
"494","30-Jul-07","Newspoll","GRN",4,"5",5,3,4,4,4,4,4,4,NA,NA,NA,"",6,5,3
"495","30-Jul-07","Newspoll","OTH",10,"10",8,11,8,13,9,10,10,9,NA,NA,NA,"",11,10,8
"496","30-Jul-07","Newspoll","COAL",37,"34",38,39,39,43,37,38,37,38,NA,NA,NA,"",30,35,44
"497","31-Mar-07","Newspoll","ALP",48,"47",48,49,54,51,49,46,48,48,NA,NA,NA,"",51,51,43
"498","31-Mar-07","Newspoll","GRN",5,"6",7,3,3,6,6,4,5,5,NA,NA,NA,"",9,6,3
"499","31-Mar-07","Newspoll","OTH",9,"11",8,7,8,11,9,10,10,9,NA,NA,NA,"",10,10,8
"500","31-Mar-07","Newspoll","COAL",38,"36",37,41,35,42,36,40,37,38,NA,NA,NA,"",30,33,46
"501","30-Nov-06","Newspoll","ALP",39,"39",40,41,41,36,41,36,41,38,NA,NA,NA,"",41,40,38
"502","30-Nov-06","Newspoll","GRN",8,"7",9,6,4,8,8,6,7,8,NA,NA,NA,"",11,9,4
"503","30-Nov-06","Newspoll","OTH",12,"15",10,12,12,11,11,14,12,12,NA,NA,NA,"",12,14,11
"504","30-Nov-06","Newspoll","COAL",41,"39",41,41,43,45,40,44,40,42,NA,NA,NA,"",36,37,47
"505","30-Sep-06","Newspoll","ALP",41,"41",42,40,38,41,42,39,42,40,NA,NA,NA,"",43,42,39
"506","30-Sep-06","Newspoll","GRN",6,"6",7,5,4,6,7,4,5,6,NA,NA,NA,"",10,6,4
"507","30-Sep-06","Newspoll","OTH",11,"12",10,13,15,10,11,13,12,12,NA,NA,NA,"",12,13,10
"508","30-Sep-06","Newspoll","COAL",42,"41",41,42,43,43,40,44,41,42,NA,NA,NA,"",35,39,47
"509","30-Jun-06","Newspoll","COAL",42,"40",42,47,39,41,40,45,41,43,NA,NA,NA,"",38,38,47
"510","30-Jun-06","Newspoll","ALP",38,"38",39,37,42,38,39,37,39,39,NA,NA,NA,"",38,41,38
"511","30-Jun-06","Newspoll","GRN",7,"7",8,4,5,7,8,5,7,6,NA,NA,NA,"",10,8,4
"512","30-Jun-06","Newspoll","OTH",13,"15",11,12,14,14,13,13,13,12,NA,NA,NA,"",14,13,11
"513","31-Mar-06","Newspoll","COAL",43,"42",43,44,42,47,41,46,42,44,NA,NA,NA,"",37,41,48
"514","31-Mar-06","Newspoll","ALP",38,"38",37,37,40,36,39,35,39,37,NA,NA,NA,"",39,37,37
"515","31-Mar-06","Newspoll","GRN",6,"6",7,5,5,7,8,4,6,6,NA,NA,NA,"",10,7,4
"516","31-Mar-06","Newspoll","OTH",13,"14",13,14,13,10,12,15,13,13,NA,NA,NA,"",14,15,11
"517","31-Dec-05","Newspoll","COAL",40,"39",39,41,39,42,39,42,39,41,NA,NA,NA,"",37,35,45
"518","31-Dec-05","Newspoll","ALP",40,"39",40,41,43,38,41,38,41,39,NA,NA,NA,"",40,42,39
"519","31-Dec-05","Newspoll","GRN",7,"7",10,4,5,7,8,6,7,7,NA,NA,NA,"",11,7,4
"520","31-Dec-05","Newspoll","OTH",13,"15",11,14,13,13,12,14,13,13,NA,NA,NA,"",12,16,12
"521","30-Sep-05","Newspoll","COAL",43,"41",43,44,45,45,42,44,43,43,NA,NA,NA,"",35,40,50
"522","30-Sep-05","Newspoll","ALP",39,"39",39,41,36,36,40,37,38,39,NA,NA,NA,"",41,42,35
"523","30-Sep-05","Newspoll","GRN",6,"7",8,4,6,6,8,5,6,7,NA,NA,NA,"",10,6,5
"524","30-Sep-05","Newspoll","OTH",12,"13",10,11,13,13,10,14,13,11,NA,NA,NA,"",14,12,10
"525","30-Jun-05","Newspoll","COAL",45,"45",45,46,46,45,43,48,46,44,NA,NA,NA,"",39,42,51
"526","30-Jun-05","Newspoll","ALP",39,"38",40,37,38,40,41,36,38,39,NA,NA,NA,"",42,40,36
"527","30-Jun-05","Newspoll","GRN",5,"6",6,5,4,6,6,5,5,6,NA,NA,NA,"",9,6,3
"528","30-Jun-05","Newspoll","OTH",11,"11",9,12,12,9,10,11,11,11,NA,NA,NA,"",10,12,10
"529","31-Mar-05","Newspoll","COAL",47,"45",47,50,46,46,45,49,45,48,NA,NA,NA,"",42,40,54
"530","31-Mar-05","Newspoll","ALP",37,"35",39,35,39,38,39,35,37,36,NA,NA,NA,"",39,41,33
"531","31-Mar-05","Newspoll","GRN",6,"7",8,4,7,6,7,5,7,6,NA,NA,NA,"",8,8,4
"532","31-Mar-05","Newspoll","OTH",10,"13",6,11,8,10,9,11,11,10,NA,NA,NA,"",11,11,9
"533","03-Oct-04","Newspoll","COAL",44,"42",42,46,48,48,43,47,43,45,NA,NA,NA,"",40,40,50
"534","03-Oct-04","Newspoll","ALP",40,"41",42,38,38,35,41,37,40,39,NA,NA,NA,"",41,42,37
"535","03-Oct-04","Newspoll","OTH",9,"10",8,12,8,9,8,12,10,9,NA,NA,NA,"",8,11,9
"536","03-Oct-04","Newspoll","GRN",7,"7",8,4,6,8,8,4,7,7,NA,NA,NA,"",11,7,4
"537","26-Sep-04","Newspoll","COAL",43,"42",40,43,47,45,42,44,42,43,NA,NA,NA,"",39,39,48
"538","26-Sep-04","Newspoll","ALP",40,"40",43,40,38,36,41,39,40,41,NA,NA,NA,"",42,41,38
"539","26-Sep-04","Newspoll","OTH",10,"11",8,12,10,12,8,13,11,9,NA,NA,NA,"",9,12,10
"540","26-Sep-04","Newspoll","GRN",7,"7",9,5,5,7,9,4,7,7,NA,NA,NA,"",10,8,4
"541","19-Sep-04","Newspoll","COAL",45,"44",44,47,44,46,44,46,45,44,NA,NA,NA,"",37,42,52
"542","19-Sep-04","Newspoll","ALP",40,"41",40,40,41,37,41,39,40,41,NA,NA,NA,"",47,41,35
"543","19-Sep-04","Newspoll","OTH",8,"8",8,8,9,10,8,10,8,9,NA,NA,NA,"",8,9,8
"544","19-Sep-04","Newspoll","GRN",7,"7",8,5,6,7,7,5,7,6,NA,NA,NA,"",8,8,5
"545","12-Sep-04","Newspoll","COAL",46,"44",47,50,41,47,44,49,46,46,NA,NA,NA,"",39,41,55
"546","12-Sep-04","Newspoll","ALP",40,"42",38,39,44,35,41,38,40,39,NA,NA,NA,"",45,43,34
"547","12-Sep-04","Newspoll","OTH",7,"6",7,8,9,11,7,7,8,8,NA,NA,NA,"",7,9,6
"548","12-Sep-04","Newspoll","GRN",7,"8",8,3,6,7,8,6,6,7,NA,NA,NA,"",9,7,5
"549","31-Aug-04","Newspoll","COAL",43,"40",44,43,46,47,43,43,43,42,NA,NA,NA,"",36,41,49
"550","31-Aug-04","Newspoll","ALP",40,"40",41,43,41,35,40,40,41,40,NA,NA,NA,"",46,41,36
"551","31-Aug-04","Newspoll","OTH",17,"20",15,14,13,18,17,17,16,18,NA,NA,NA,"",18,18,15
"552","30-Jun-04","Newspoll","COAL",43,"42",40,46,45,44,41,46,43,42,NA,NA,NA,"",36,39,50
"553","30-Jun-04","Newspoll","ALP",42,"40",45,42,38,41,43,40,41,43,NA,NA,NA,"",44,45,37
"554","30-Jun-04","Newspoll","OTH",10,"12",9,9,13,9,10,11,10,10,NA,NA,NA,"",11,9,10
"555","30-Jun-04","Newspoll","GRN",5,"6",6,3,4,6,6,3,6,5,NA,NA,NA,"",9,5,3
"556","31-Mar-04","Newspoll","COAL",42,"40",40,45,42,45,40,45,43,41,NA,NA,NA,"",36,39,48
"557","31-Mar-04","Newspoll","ALP",42,"42",43,42,43,38,45,38,41,43,NA,NA,NA,"",44,44,39
"558","31-Mar-04","Newspoll","GRN",5,"5",7,4,4,6,6,4,6,5,NA,NA,NA,"",8,6,4
"559","31-Mar-04","Newspoll","OTH",11,"13",10,9,11,11,10,13,10,11,NA,NA,NA,"",12,11,9
"560","31-Dec-03","Newspoll","COAL",43,"41",42,45,47,43,42,44,44,41,NA,NA,NA,"",39,39,49
"561","31-Dec-03","Newspoll","ALP",37,"39",37,36,34,37,38,36,36,39,NA,NA,NA,"",37,40,35
"562","31-Dec-03","Newspoll","OTH",20,"20",21,19,19,20,20,20,20,20,NA,NA,NA,"",24,21,16
"563","30-Sep-03","Newspoll","COAL",43,"43",42,44,46,45,42,46,43,43,NA,NA,NA,"",38,39,51
"564","30-Sep-03","Newspoll","ALP",37,"36",39,38,34,34,38,34,36,37,NA,NA,NA,"",38,39,33
"565","30-Sep-03","Newspoll","OTH",13,"14",11,16,13,13,12,15,14,13,NA,NA,NA,"",14,15,12
"566","30-Sep-03","Newspoll","GRN",7,"7",8,2,7,8,8,5,7,7,NA,NA,NA,"",10,7,4
"567","30-Jun-03","Newspoll","COAL",46,"43",47,45,49,51,45,47,46,45,NA,NA,NA,"",40,42,53
"568","30-Jun-03","Newspoll","ALP",35,"37",36,35,31,30,36,34,34,37,NA,NA,NA,"",37,37,33
"569","30-Jun-03","Newspoll","OTH",19,"20",17,20,20,19,19,19,20,18,NA,NA,NA,"",23,21,14
"570","31-Mar-03","Newspoll","COAL",43,"41",41,49,44,47,41,47,44,42,NA,NA,NA,"",38,40,49
"571","31-Mar-03","Newspoll","ALP",36,"36",38,34,33,31,37,33,35,36,NA,NA,NA,"",35,37,35
"572","31-Mar-03","Newspoll","OTH",21,"23",21,17,23,22,22,20,21,21,NA,NA,NA,"",26,23,16
"573","31-Dec-02","Newspoll","COAL",45,"44",42,46,48,47,43,47,45,43,NA,NA,NA,"",40,41,50
"574","31-Dec-02","Newspoll","ALP",36,"34",40,35,35,33,37,35,36,36,NA,NA,NA,"",39,36,34
"575","31-Dec-02","Newspoll","OTH",19,"22",18,19,17,20,20,18,19,21,NA,NA,NA,"",21,23,16
"576","30-Sep-02","Newspoll","COAL",42,"43",40,41,43,42,42,43,42,42,NA,NA,NA,"",36,36,52
"577","30-Sep-02","Newspoll","ALP",38,"37",40,39,38,38,39,38,38,39,NA,NA,NA,"",40,42,34
"578","30-Sep-02","Newspoll","OTH",14,"14",14,16,15,12,12,15,15,13,NA,NA,NA,"",16,15,10
"579","30-Sep-02","Newspoll","GRN",6,"6",6,4,4,8,7,4,5,6,NA,NA,NA,"",8,7,4
"580","30-Jun-02","Newspoll","COAL",41,"41",40,42,42,42,41,43,41,41,NA,NA,NA,"",38,38,46
"581","30-Jun-02","Newspoll","ALP",39,"38",40,38,39,39,40,37,38,40,NA,NA,NA,"",37,42,38
"582","30-Jun-02","Newspoll","OTH",16,"17",14,17,16,15,14,17,16,15,NA,NA,NA,"",18,16,13
"583","30-Jun-02","Newspoll","GRN",4,"4",6,3,3,4,5,3,5,4,NA,NA,NA,"",7,4,3
"584","31-Mar-02","Newspoll","COAL",44,"46",42,43,41,43,42,47,43,44,NA,NA,NA,"",39,40,50
"585","31-Mar-02","Newspoll","ALP",37,"33",40,39,36,37,38,34,38,37,NA,NA,NA,"",38,38,35
"586","31-Mar-02","Newspoll","OTH",19,"21",18,18,23,20,20,19,19,19,NA,NA,NA,"",23,22,15
"587","28-Oct-01","Newspoll","ALP",NA,"48",46,48,50,49,40,35,40,36,NA,NA,NA,"",46,42,36
"588","28-Oct-01","Newspoll","COAL",NA,"36",41,37,36,36,46,50,46,49,NA,NA,NA,"",36,42,53
"589","28-Oct-01","Newspoll","OTH",NA,"16",13,15,14,15,14,15,14,15,NA,NA,NA,"",18,18,11
"590","30-Sep-01","Newspoll","COAL",42,"43",43,43,43,39,41,46,42,43,NA,NA,NA,"",40,37,50
"591","30-Sep-01","Newspoll","ALP",40,"38",44,40,35,37,42,36,40,39,NA,NA,NA,"",41,44,35
"592","30-Sep-01","Newspoll","GRN",3,"4",3,2,2,6,3,3,3,4,NA,NA,NA,"",5,4,2
"593","30-Sep-01","Newspoll","OTH",15,"15",10,15,20,18,14,15,15,14,NA,NA,NA,"",14,15,13
"594","30-Jun-01","Newspoll","COAL",39,"41",39,37,38,39,38,40,37,41,NA,NA,NA,"",38,34,44
"595","30-Jun-01","Newspoll","ALP",43,"40",44,45,36,42,44,40,44,41,NA,NA,NA,"",42,46,40
"596","30-Jun-01","Newspoll","GRN",3,"3",4,2,2,4,3,3,3,4,NA,NA,NA,"",5,3,2
"597","30-Jun-01","Newspoll","OTH",15,"16",13,16,24,15,15,17,16,14,NA,NA,NA,"",15,17,14
"598","31-Mar-01","Newspoll","COAL",39,"40",39,37,38,37,37,42,37,41,NA,NA,NA,"",38,36,43
"599","31-Mar-01","Newspoll","ALP",45,"42",49,47,41,41,47,42,45,44,NA,NA,NA,"",46,47,41
"600","31-Mar-01","Newspoll","GRN",3,"3",3,3,2,8,4,3,3,4,NA,NA,NA,"",6,4,2
"601","31-Mar-01","Newspoll","OTH",13,"15",9,13,19,14,12,13,15,11,NA,NA,NA,"",10,13,14
"602","31-Dec-00","Newspoll","COAL",43,"44",41,43,44,40,42,44,41,44,NA,NA,NA,"",42,37,48
"603","31-Dec-00","Newspoll","ALP",42,"40",47,42,40,41,44,40,44,41,NA,NA,NA,"",41,48,39
"604","31-Dec-00","Newspoll","GRN",3,"3",2,3,1,4,3,2,2,3,NA,NA,NA,"",5,3,1
"605","31-Dec-00","Newspoll","OTH",12,"13",10,12,15,15,11,14,13,12,NA,NA,NA,"",12,12,12
"606","30-Sep-00","Newspoll","COAL",43,"44",42,45,42,43,41,47,42,45,NA,NA,NA,"",41,39,48
"607","30-Sep-00","Newspoll","ALP",44,"43",49,41,43,40,47,40,45,43,NA,NA,NA,"",44,48,41
"608","30-Sep-00","Newspoll","OTH",13,"13",9,14,15,17,12,13,13,12,NA,NA,NA,"",15,13,11
"609","30-Jun-00","Newspoll","COAL",42,"43",40,42,42,43,41,44,41,43,NA,NA,NA,"",39,37,48
"610","30-Jun-00","Newspoll","ALP",44,"43",49,43,41,38,45,41,44,44,NA,NA,NA,"",44,48,41
"611","30-Jun-00","Newspoll","OTH",14,"14",11,15,17,19,14,15,15,13,NA,NA,NA,"",17,15,11
"612","31-Mar-00","Newspoll","COAL",44,"42",45,46,45,40,42,46,41,46,NA,NA,NA,"",41,40,49
"613","31-Mar-00","Newspoll","ALP",44,"43",47,42,39,42,45,42,45,42,NA,NA,NA,"",45,47,40
"614","31-Mar-00","Newspoll","OTH",12,"15",8,12,16,18,13,12,14,12,NA,NA,NA,"",14,13,11
"615","31-Dec-99","Newspoll","COAL",45,"45",47,45,44,42,43,48,45,45,NA,NA,NA,"",42,41,52
"616","31-Dec-99","Newspoll","ALP",43,"42",45,41,41,43,44,40,42,44,NA,NA,NA,"",44,46,39
"617","31-Dec-99","Newspoll","OTH",12,"13",8,14,15,15,13,12,13,11,NA,NA,NA,"",14,16,9
